model,case_id,scenario,query,expected_type,expected_cve_ids_joined,retrieval_found,top1_cve_id,top1_expected_match,duration_sec,summary,actions_joined,notes,score_summary_correctness_0_2,score_no_hallucination_0_2,score_no_hit_behavior_0_2,score_readability_0_2,comment
gemma3:4b,gen_case_011,text_query,что за CVE-2026-2441 и что делать,hit,CVE-2026-2441,True,CVE-2026-2441,True,44.955,Уязвимость CVE-2026-2441 в Google Chrome позволяет злоумышленнику выполнить произвольный код внутри sandbox через специально созданную HTML-страницу. Это связано с использованием после освобождения (use-after-free) в CSS.,"Обновите Google Chrome до версии 145.0.7632.75 или новее. | Проверьте, использует ли ваш сайт или приложение уязвимое программное обеспечение. | Повысить приоритет устранения, так как уязвимость входит в каталог KEV.",Предоставлен основной контекст уязвимости и ссылки на ресурсы.,,,,,
gemma3:4b,gen_case_012,text_query,что за CVE-2026-1731 и что делать,hit,CVE-2026-1731,True,CVE-2026-1731,True,50.169,"BeyondTrust Remote Support и старые версии Privileged Remote Access содержат критическую уязвимость, позволяющую неавторизованному удаленному атакующему выполнять операционные команды в контексте пользователя сайта путем отправки специально сформированных запросов. Это представляет собой уязвимость типа pre-authentication remote code execution.","Применить патчи для BeyondTrust Remote Support и Privileged Remote Access | Проверить системы на наличие уязвимости | Ограничить доступ к системам, подверженным уязвимости",Контекст предоставляет информацию только об уязвимости и рекомендуемых действиях.  Не содержит деталей об эксплуатации или конкретных методах обнаружения.,,,,,
gemma3:4b,gen_case_013,text_query,что за CVE-2026-20700 и что делать,hit,CVE-2026-20700,True,CVE-2026-20700,True,62.638,"Уязвимость CVE-2026-20700 представляет собой проблему с памятью, которая может позволить злоумышленнику выполнить произвольный код. Эта уязвимость устранена в watchOS 26.3, tvOS 26.3, macOS Tahoe 26.3, visionOS 26.3, iOS 26.3 и iPadOS 26.3.",Обновите до версии iOS 26.3 или выше | Обновите до версии watchOS 26.3 или выше | Обновите до версии tvOS 26.3 или выше,"Указаны версии операционных систем, в которых уязвимость устранена.  Указана связь с CVE-2025-14174 и CVE-2025-43529.",,,,,
gemma3:4b,gen_case_014,text_query,beyondtrust pre-auth remote code execution,hit,CVE-2026-1731,True,CVE-2026-1731,True,61.139,"Обнаружена уязвимость BeyondTrust Remote Support и Privileged Remote Access, приводящая к удалению кода при предварительной аутентификации. Также обнаружена уязвимость Server-Side Template Injection в чате Remote Support и Privileged Remote Access, приводящая к удалению кода.","Проверьте версии BeyondTrust Remote Support и Privileged Remote Access на наличие CVE-2026-1731. | Проверьте версию чата Remote Support и Privileged Remote Access на наличие CVE-2025-5309. | Повысить приоритет устранения, так как уязвимость входит в каталог KEV.",Контекст содержит информацию о двух отдельных уязвимостях.,,,,,
gemma3:4b,gen_case_015,text_query,beyondtrust rs pra command injection,hit,CVE-2026-1731,True,CVE-2025-5309,False,48.405,"Уязвимости в Privileged Remote Access (PRA) и Remote Support (RS) позволяют неавторизованному атакующему внедрять команды, которые выполняются как пользователь сайта.  Существуют различные варианты эксплуатации, включая возможность внедрения команд с использованием административных привилегий.","Проверьте версии PRA и RS на наличие уязвимостей CVE-2024-12356, CVE-2024-12686. | Рассмотрите возможность использования средств мониторинга и обнаружения вторжений для выявления подозрительной активности. | Проверить наличие патча или обновления у вендора.",Уязвимости связаны с Server-Side Template Injection и позволяют выполнять команды как пользователь сайта.,,,,,
gemma3:4b,gen_case_016,text_query,google chrome visuals use-after-free,hit,CVE-2024-4671,True,CVE-2024-4671,True,81.239,"Уязвимости CVE-2024-4671, CVE-2026-2441 и CVE-2024-0222 в Google Chrome связаны с уязвимостями типа use-after-free в компонентах Visuals, CSS и ANGLE соответственно. Эти уязвимости позволяют злоумышленнику выполнить произвольный код внутри sandbox через специально созданную HTML-страницу.","Обновите Google Chrome до версии 124.0.6367.201 или более поздней. | Проверьте, использует ли ваш браузер последнюю версию. | Будьте осторожны при обработке HTML-страниц из ненадежных источников.",Уязвимости связаны с уязвимостями типа use-after-free. Информация ограничена предоставленными документами.,,,,,
gemma3:4b,gen_case_017,text_query,chromium css use-after-free,hit,CVE-2026-2441,True,CVE-2026-2441,True,66.273,"Обнаружены уязвимости типа Use-After-Free в CSS в Google Chrome. Уязвимости позволяют злоумышленнику выполнить произвольный код внутри sandbox через специально созданную HTML-страницу. Уязвимости имеют различную серьезность (High, Medium).",Обновить Google Chrome до версии 145.0.7632.75 или выше для устранения CVE-2026-2441. | Обновить Google Chrome до версии 127.0.6533.72 или выше для устранения CVE-2024-7000. | Обновить Google Chrome до версии 145.0.7632.45 или выше для устранения CVE-2026-2313.,Информация о конкретных способах эксплуатации отсутствует.,,,,,
gemma3:4b,gen_case_018,text_query,google chrome webaudio use-after-free,hit,CVE-2024-0224,True,CVE-2024-0224,True,52.134,"Уязвимости CVE-2024-0224, CVE-2024-7536 и CVE-2024-8362 связаны с уязвимостью Use After Free в WebAudio в Google Chrome.  Удаленный атакующий мог потенциально эксплуатировать утечку памяти через специально созданную HTML-страницу.",Обновите Google Chrome до версии 120.0.6099.199 или более поздней. | Проверьте наличие уязвимости в используемой версии Chrome. | Изучите подробности уязвимости на указанных ссылках.,Ответ сформирован на основе найденного локального контекста; детализация ограничена качеством локальной модели.,,,,,
gemma3:4b,gen_case_019,text_query,google chrome webgpu use-after-free,hit,CVE-2024-0225,True,CVE-2024-0225,True,75.501,"Уязвимости CVE-2024-0225, CVE-2025-14765 и CVE-2024-4671 в Google Chrome WebGPU связаны с использованием освобожденных ресурсов (use-after-free), что позволяет злоумышленнику потенциально эксплуатировать утечку памяти через специально созданную HTML-страницу. Эти уязвимости имеют высокий уровень серьезности.",Обновите Google Chrome до версии 120.0.6099.199 или выше для исправления CVE-2024-0225. | Обновите Google Chrome до версии 143.0.7499.147 или выше для исправления CVE-2025-14765. | Обновите Google Chrome до версии 124.0.6367.201 или выше для исправления CVE-2024-4671.,Уязвимости связаны с WebGPU и требуют обновления Chrome для исправления.,,,,,
gemma3:4b,gen_case_020,text_query,oracle weblogic remote deserialization,hit,CVE-2024-20927 | CVE-2024-20931 | CVE-2024-20986,True,CVE-2024-20927,True,55.316,"В Oracle WebLogic Server обнаружены уязвимости (CVE-2024-20927, CVE-2024-20931, CVE-2024-20986), позволяющие неавторизованному злоумышленнику получить доступ к критическим данным через HTTP или T3/IIOP. Уязвимости позволяют осуществлять несанкционированное изменение, удаление или чтение данных.",Проверить версии WebLogic Server 12.2.1.4.0 и 14.1.1.0.0 на предмет уязвимостей. | Ограничить доступ к WebLogic Server через HTTP и T3/IIOP. | Мониторить уведомления Oracle Security Alerts для получения информации о новых уязвимостях.,Уязвимости связаны с Oracle WebLogic Server и требуют внимания к версиям 12.2.1.4.0 и 14.1.1.0.0.,,,,,
gemma3:4b,gen_case_021,no_hit,CVE-1999-0000,no_hit,,False,,True,15.75,По запросу не найден релевантный контекст в локальном корпусе.,,Надёжное совпадение в корпусе не найдено. Результат не следует трактовать как подтверждённую информацию по конкретной уязвимости.,,,,,
gemma3:4b,gen_case_022,no_hit,что за CVE-1999-0000 и что делать,no_hit,,False,,True,15.344,По запросу не найден релевантный контекст в локальном корпусе.,,Надёжное совпадение в корпусе не найдено. Результат не следует трактовать как подтверждённую информацию по конкретной уязвимости.,,,,,
gemma3:4b,gen_case_023,no_hit,какая-то несуществующая уязвимость blabla-1234,no_hit,,False,,True,18.085,По запросу не найден релевантный контекст в локальном корпусе.,,Надёжное совпадение в корпусе не найдено. Результат не следует трактовать как подтверждённую информацию по конкретной уязвимости.,,,,,
gemma3:4b,gen_case_024,no_hit,ничего не найдено по imaginary cve,no_hit,,False,,True,19.033,По запросу не найден релевантный контекст в локальном корпусе.,,Надёжное совпадение в корпусе не найдено. Результат не следует трактовать как подтверждённую информацию по конкретной уязвимости.,,,,,
gemma3:4b,gen_case_025,no_hit,несуществующая chromium zero day qqq-9999,no_hit,,True,CVE-2024-7971,False,53.386,Обнаружена уязвимость типа 'confusion' в V8 в Google Chrome. Уязвимость позволяет злоумышленнику эксплуатировать утечку памяти через специально созданную HTML-страницу.,Проверьте наличие обновлений Chrome до версии 128.0.6613.84 или выше. | Изучите описание CVE-2024-7971 для более глубокого понимания уязвимости. | Проверьте наличие связанных с этой уязвимостью уведомлений от Microsoft и CISA.,Контекст содержит информацию только об одной конкретной уязвимости (CVE-2024-7971).,,,,,
gemma3:4b,gen_case_026,no_hit,неизвестная уязвимость в beyondtrust rs xyz,no_hit,,False,,True,19.322,По запросу не найден релевантный контекст в локальном корпусе.,,Надёжное совпадение в корпусе не найдено. Результат не следует трактовать как подтверждённую информацию по конкретной уязвимости.,,,,,
gemma3:4b,gen_case_027,no_hit,CVE-2099-99999,no_hit,,False,,True,15.557,По запросу не найден релевантный контекст в локальном корпусе.,,Надёжное совпадение в корпусе не найдено. Результат не следует трактовать как подтверждённую информацию по конкретной уязвимости.,,,,,
gemma3:4b,gen_case_028,no_hit,CVE-2026-17311,no_hit,,False,,True,15.663,По запросу не найден релевантный контекст в локальном корпусе.,,Надёжное совпадение в корпусе не найдено. Результат не следует трактовать как подтверждённую информацию по конкретной уязвимости.,,,,,
gemma3:4b,gen_case_029,no_hit,oracle weblogic invisible quantum deserialization exploit,no_hit,,True,CVE-2024-20927,False,55.515,"Уязвимости CVE-2024-20927, CVE-2024-20931 и CVE-2024-20986 в Oracle WebLogic Server позволяют неавторизованному злоумышленнику получить доступ к критическим данным через HTTP или T3/IIOP. Уязвимости требуют взаимодействия человека, но могут привести к несанкционированному доступу к данным.",Проверить версии WebLogic Server 12.2.1.4.0 и 14.1.1.0.0 на наличие уязвимостей. | Ограничить доступ к WebLogic Server через HTTP и T3/IIOP. | Мониторить уведомления Oracle Security Alerts для получения информации о новых уязвимостях.,Уязвимости связаны с компонентом Core WebLogic Server.,,,,,
gemma3:4b,gen_case_030,no_hit,wordpress plugin ghost sql injection 000x,no_hit,,True,CVE-2025-46458,False,54.728,WordPress плагин ghost sql injection: Обнаружены уязвимости SQL Injection в плагинах x000x occupancyplan и WP ERP | Complete HR solution with recruitment & job listings | WooCommerce CRM & Accounting. Уязвимости возникают из-за недостаточной обработки пользовательского ввода в JSON параметрах.,"Проверьте версии плагинов occupancyplan и WP ERP | Complete HR solution with recruitment & job listings | WooCommerce CRM & Accounting. | Оцените, подвержены ли ваши системы уязвимостям, если используете эти плагины. | Рассмотрите обновление плагинов до последних версий, чтобы устранить уязвимости.",Контекст содержит информацию о двух отдельных уязвимостях.  Недостаточно данных для оценки общего риска.,,,,,
