model,case_id,scenario,query,expected_type,expected_cve_ids_joined,retrieval_found,top1_cve_id,top1_expected_match,duration_sec,summary,actions_joined,notes,score_summary_correctness_0_2,score_no_hallucination_0_2,score_no_hit_behavior_0_2,score_readability_0_2,comment
mistral,gen_case_013,text_query,что за CVE-2026-20700 и что делать,hit,CVE-2026-20700,True,CVE-2026-20700,True,85.776,"Уязвимость CVE-2026-20700 является памяти коррупцией, которая может позволить злоумышленнику выполнять произвольный код. Обновьте iOS, iPadOS, macOS Tahoe, watchOS, tvOS и visionOS до версий 26.3 для устранения этой проблемы.","Обновите iOS, iPadOS, macOS Tahoe, watchOS, tvOS и visionOS до версии 26.3 | Повысить приоритет устранения, так как уязвимость входит в каталог KEV. | Проверить наличие патча или обновления у вендора.",В контексте не упоминается о других действиях для устранения этой проблемы,,,,,
mistral,gen_case_014,text_query,beyondtrust pre-auth remote code execution,hit,CVE-2026-1731,True,CVE-2026-1731,True,121.218,Уязвимость BeyondTrust Remote Support (RS) и Privileged Remote Access (PRA) позволяет неавторизованному удаленному атакующему выполнять операционные системные команды в контексте пользователя сайта.,"Обновите BeyondTrust Remote Support (RS) и Privileged Remote Access (PRA) до последней версии. | Применяйте сетевые брандмауэры для ограничения доступа к уязвимым портам. | Повысить приоритет устранения, так как уязвимость входит в каталог KEV.",Контекст содержит ссылки на дополнительные ресурсы по уязвимости.,,,,,
mistral,gen_case_015,text_query,beyondtrust rs pra command injection,hit,CVE-2026-1731,True,CVE-2025-5309,False,116.35,"В Remote Support (RS) и Privileged Remote Access (PRA) обнаружена уязвимость, позволяющая инъектировать команды, которые выполняются как пользователь сайта.",Обновите BeyondTrust Remote Support и Privileged Remote Access до последней версии. | Установите систему контроля изменений для отслеживания любых изменений в коде. | Проведите аудит системы с целью обнаружения других уязвимостей.,"Контекст содержит сведения о двух уязвимостях в BeyondTrust Remote Support и Privileged Remote Access. Обе уязвимости имеют одинаковый CWE-top (CWE-707) и похожую природу, но различаются по CWE-primary.",,,,,
mistral,gen_case_016,text_query,google chrome visuals use-after-free,hit,CVE-2024-4671,True,CVE-2024-4671,True,111.404,"В Google Chrome до версии 124.0.6367.201 есть уязвимость Use-after-free в Visuals, позволяющая удаленному атакующему, который уже захватил процесс рендера, возможность выполнить код в периметре санкционированного пространства.","Обновите Google Chrome до версии 124.0.6367.201 или более поздней | Используйте только надежные источники HTML-страниц | Повысить приоритет устранения, так как уязвимость входит в каталог KEV.",Уязвимость имеет высокую степень опасности,,,,,
mistral,gen_case_017,text_query,chromium css use-after-free,hit,CVE-2026-2441,True,CVE-2026-2441,True,94.558,Use after free в CSS в Google Chrome может позволить удалённому атакующему выполнить произвольный код внутри песочницы с помощью специальной HTML-страницы.,"Обновите Google Chrome до версии 145.0.7632.75 или более поздней | Используйте только надежные источники HTML-кода | Повысить приоритет устранения, так как уязвимость входит в каталог KEV.",Уязвимость имеет высокую степень опасности,,,,,
mistral,gen_case_018,text_query,google chrome webaudio use-after-free,hit,CVE-2024-0224,True,CVE-2024-0224,True,83.776,Use after free в WebAudio в Google Chrome может позволить удаленному атакующему эксплуатировать коррупцию памяти с помощью специальной HTML-страницы.,Обновите Google Chrome до последней версии | Используйте только надежные источники для открытия HTML-страниц | Проверить наличие патча или обновления у вендора.,Этот ответ базируется на трех документах в контексте с одинаковой уязвимостью,,,,,
mistral,gen_case_019,text_query,google chrome webgpu use-after-free,hit,CVE-2024-0225,True,CVE-2024-0225,True,94.055,Use after free в WebGPU Google Chrome может позволить удаленному атакующему эксплуатировать коррупцию памяти с помощью специальной HTML-страницы.,Обновите Google Chrome до последней версии | Используйте только безопасные ресурсы и не открывайте подозрительные ссылки | Проверить наличие патча или обновления у вендора.,Контекст содержит два описания уязвимостей с одинаковым CWE и похожей природой,,,,,
mistral,gen_case_020,text_query,oracle weblogic remote deserialization,hit,CVE-2024-20927 | CVE-2024-20931 | CVE-2024-20986,True,CVE-2024-20927,True,90.433,"Уязвимость в Oracle WebLogic Server позволяет неавторизованному атакующему компрометировать сервер через HTTP или T3, IIOP.","Обновите Oracle WebLogic Server до версии, которая не подвержена уязвимости. | Установите защиту от атак по десериализации. | Проверить наличие патча или обновления у вендора.",Уязвимость может привести к неauthorized access to critical data or complete access to all Oracle WebLogic Server accessible data.,,,,,
mistral,gen_case_021,no_hit,CVE-1999-0000,no_hit,,False,,True,37.075,По запросу не найден релевантный контекст в локальном корпусе.,,Надёжное совпадение в корпусе не найдено. Результат не следует трактовать как подтверждённую информацию по конкретной уязвимости.,,,,,
mistral,gen_case_022,no_hit,что за CVE-1999-0000 и что делать,no_hit,,False,,True,29.383,По запросу не найден релевантный контекст в локальном корпусе.,,Надёжное совпадение в корпусе не найдено. Результат не следует трактовать как подтверждённую информацию по конкретной уязвимости.,,,,,
mistral,gen_case_023,no_hit,какая-то несуществующая уязвимость blabla-1234,no_hit,,False,,True,34.392,По запросу не найден релевантный контекст в локальном корпусе.,,Надёжное совпадение в корпусе не найдено. Результат не следует трактовать как подтверждённую информацию по конкретной уязвимости.,,,,,
mistral,gen_case_024,no_hit,ничего не найдено по imaginary cve,no_hit,,False,,True,32.104,По запросу не найден релевантный контекст в локальном корпусе.,,Надёжное совпадение в корпусе не найдено. Результат не следует трактовать как подтверждённую информацию по конкретной уязвимости.,,,,,
mistral,gen_case_025,no_hit,несуществующая chromium zero day qqq-9999,no_hit,,True,CVE-2024-7971,False,117.041,Type confusion в V8 в Google Chrome до версии 128.0.6613.84 позволяет удалённому атакующему исполнить произвольный код через специально созданную HTML-страницу.,"Обновите Google Chrome до версии 128.0.6613.84 или более поздней | Убедитесь, что используемая версия браузера не подвержена уязвимости CVE-2024-7971 | Повысить приоритет устранения, так как уязвимость входит в каталог KEV.",Уязвимость была опубликована в марте и августе 2024 года,,,,,
mistral,gen_case_026,no_hit,неизвестная уязвимость в beyondtrust rs xyz,no_hit,,False,,True,36.671,По запросу не найден релевантный контекст в локальном корпусе.,,Надёжное совпадение в корпусе не найдено. Результат не следует трактовать как подтверждённую информацию по конкретной уязвимости.,,,,,
mistral,gen_case_027,no_hit,CVE-2099-99999,no_hit,,False,,True,49.505,По запросу не найден релевантный контекст в локальном корпусе.,,Надёжное совпадение в корпусе не найдено. Результат не следует трактовать как подтверждённую информацию по конкретной уязвимости.,,,,,
mistral,gen_case_028,no_hit,CVE-2026-17311,no_hit,,False,,True,42.567,По запросу не найден релевантный контекст в локальном корпусе.,,Надёжное совпадение в корпусе не найдено. Результат не следует трактовать как подтверждённую информацию по конкретной уязвимости.,,,,,
mistral,gen_case_029,no_hit,oracle weblogic invisible quantum deserialization exploit,no_hit,,True,CVE-2024-20927,False,102.442,Уязвимость в Oracle WebLogic Server позволяет неавторизованному атакующему получить доступ к критической информации или полному контролю над сервером.,"Обновите Oracle WebLogic Server до версии, которая не подвержена уязвимости. | Установите и настройте систему оповещения об уязвимостях. | Проверить наличие патча или обновления у вендора.","Уязвимость может быть эксплуатирована через HTTP и T3, IIOP протоколы.",,,,,
mistral,gen_case_030,no_hit,wordpress plugin ghost sql injection 000x,no_hit,,True,CVE-2025-46458,False,93.458,SQL Injection vulnerability found in the Ghost plugin for WordPress,Update the occupancyplan plugin to a version higher than 1.0.3.0 | Implement input validation and sanitization for SQL queries | Проверить наличие патча или обновления у вендора.,The vulnerability is related to Cross-Site Request Forgery (CSRF) and SQL Injection,,,,,
